,battery_power,bluetooth,weight,memory,n_cores,ram,dual_sim,wifi,pixel_height,pixel_width,price_range
1750,1339,YES,80,21,4.0,867,1,0,833,1441,0.0
1751,508,YES,82,50,5.0,2175,0,1,102,1195,1.0
1752,1938,YES,121,44,2.0,3497,1,0,1299,1935,3.0
1753,995,NO,104,10,4.0,609,1,1,258,1889,0.0
1754,1086,YES,111,43,6.0,3285,1,0,56,1150,2.0
1755,1322,NO,157,35,1.0,3684,1,0,443,708,3.0
1756,1864,NO,181,57,6.0,3586,1,1,1279,1793,3.0
1757,1944,YES,92,26,4.0,2322,0,1,313,712,2.0
1758,581,NO,180,56,2.0,354,0,1,523,565,0.0
1759,1020,YES,128,27,4.0,3204,1,1,919,1482,3.0
1760,1936,NO,139,44,3.0,1400,0,1,570,1021,1.0
1761,1329,YES,198,23,8.0,2308,0,0,380,682,1.0
1762,808,YES,105,46,8.0,1082,1,1,119,529,0.0
1763,994,NO,164,40,2.0,3104,1,0,296,839,2.0
1764,1811,YES,82,22,2.0,2847,0,1,358,614,2.0
1765,765,YES,88,44,8.0,2256,0,1,1364,1851,2.0
1766,993,YES,106,16,7.0,1113,1,1,424,1639,0.0
1767,1136,YES,150,32,6.0,3210,0,1,961,1030,3.0
1768,719,YES,113,23,6.0,3990,1,1,431,1727,3.0
1769,733,YES,105,63,7.0,984,1,1,950,1739,0.0
1770,1946,NO,123,8,8.0,3117,1,0,647,1849,3.0
1771,1230,YES,111,48,7.0,1622,0,1,1960,1963,2.0
1772,1577,NO,105,64,3.0,2967,1,1,116,1432,3.0
1773,1514,YES,138,12,3.0,1037,0,1,306,538,0.0
1774,579,YES,89,7,8.0,2908,0,1,808,1517,2.0
1775,574,YES,126,30,2.0,1167,0,0,94,1334,0.0
1776,1072,YES,114,19,8.0,2715,1,0,380,877,2.0
1777,843,NO,119,16,7.0,1734,1,1,593,732,1.0
1778,1492,YES,85,11,3.0,2259,0,1,1684,1746,3.0
1779,1807,YES,125,16,3.0,2921,0,0,1221,1415,3.0
1780,909,YES,146,47,3.0,1244,1,0,410,1643,0.0
1781,1876,NO,98,64,3.0,3132,1,1,600,1211,3.0
1782,1436,YES,106,23,5.0,2488,1,0,189,1411,2.0
1783,1251,NO,133,29,6.0,1052,1,0,308,591,0.0
1784,636,NO,152,28,2.0,2927,0,0,148,742,2.0
1785,1354,YES,136,26,4.0,2090,1,0,297,918,1.0
1786,930,YES,190,34,4.0,2131,1,1,1050,1726,2.0
1787,1830,YES,117,47,1.0,3362,0,0,1191,1882,3.0
1788,1424,NO,80,23,4.0,1053,1,1,1399,1663,1.0
1789,583,YES,88,51,8.0,1799,1,0,1658,1794,1.0
1790,648,YES,109,54,5.0,3124,1,0,1153,1817,3.0
1791,1203,YES,109,11,2.0,1672,1,0,35,510,0.0
1792,1777,NO,100,15,4.0,1552,1,0,553,874,1.0
1793,1299,YES,83,64,6.0,1938,1,1,46,908,1.0
1794,1494,NO,129,47,2.0,3202,0,0,207,1177,3.0
1795,527,NO,128,53,1.0,1302,1,0,67,1924,0.0
1796,793,YES,179,64,4.0,2296,1,0,818,1006,1.0
1797,873,YES,152,8,7.0,575,1,1,1257,1411,0.0
1798,722,NO,93,12,6.0,2359,0,0,138,1371,1.0
1799,1250,YES,167,20,5.0,3314,0,1,11,1020,2.0
1800,1358,NO,147,60,3.0,440,0,0,889,1635,0.0
1801,1035,YES,173,11,6.0,2002,1,0,831,1709,1.0
1802,1289,NO,161,16,6.0,3167,1,0,713,1854,3.0
1803,1445,NO,82,37,2.0,3480,1,1,527,1393,3.0
1804,1702,YES,107,47,2.0,595,1,1,1284,1643,1.0
1805,534,NO,85,2,5.0,2466,1,1,911,1220,2.0
1806,628,YES,87,60,6.0,1337,0,0,1047,1534,1.0
1807,713,NO,98,53,1.0,1462,1,1,123,1477,0.0
1808,1207,NO,112,58,8.0,503,0,0,406,681,0.0
1809,683,YES,197,30,7.0,2066,0,0,927,1135,1.0
1810,594,YES,196,27,5.0,708,0,1,407,528,0.0
1811,537,YES,103,55,7.0,2029,0,1,1041,1430,1.0
1812,1565,YES,121,38,5.0,308,0,1,781,1364,0.0
1813,1052,NO,195,6,4.0,552,0,1,1191,1839,0.0
1814,713,NO,89,63,2.0,2082,0,0,103,1760,1.0
1815,1766,YES,141,16,5.0,3314,1,1,125,1227,3.0
1816,584,YES,199,19,4.0,3996,1,1,919,1343,3.0
1817,1541,YES,109,5,4.0,1795,1,1,536,1656,1.0
1818,837,NO,104,51,5.0,594,1,1,638,1831,0.0
1819,935,YES,155,58,5.0,2473,1,1,639,1087,2.0
1820,665,YES,185,31,5.0,690,0,0,496,1804,0.0
1821,680,YES,157,34,2.0,3845,0,1,686,1418,3.0
1822,877,NO,195,17,7.0,2004,1,1,1064,1985,1.0
1823,1493,NO,102,53,5.0,2083,1,1,240,1414,2.0
1824,1762,NO,83,26,6.0,2661,0,0,525,704,2.0
1825,842,YES,124,57,3.0,1903,1,0,348,730,1.0
1826,925,YES,196,56,1.0,2466,0,0,1262,1520,2.0
1827,1692,NO,106,2,1.0,3779,0,1,1899,1904,3.0
1828,1576,YES,139,5,3.0,3904,0,1,258,789,3.0
1829,1065,NO,162,48,6.0,265,1,0,1188,1948,0.0
1830,958,YES,200,60,1.0,1417,0,1,730,751,0.0
1831,623,YES,197,26,7.0,1769,0,0,484,1238,1.0
1832,897,NO,171,17,1.0,2948,1,1,547,1852,2.0
1833,1110,NO,152,41,3.0,2572,0,1,800,1455,2.0
1834,616,YES,150,21,7.0,3267,0,0,347,513,2.0
1835,1680,YES,168,37,4.0,1459,1,0,679,1231,1.0
1836,1715,NO,94,12,8.0,1633,0,1,1224,1676,2.0
1837,983,NO,130,45,4.0,2052,1,1,948,1205,1.0
1838,720,YES,165,14,4.0,1086,1,0,366,1234,0.0
1839,1660,NO,169,24,2.0,2402,0,1,223,1777,2.0
1840,1564,NO,108,42,2.0,3376,1,0,1619,1962,3.0
1841,592,NO,103,52,7.0,1507,1,1,332,970,0.0
1842,969,NO,158,44,3.0,641,1,1,167,909,0.0
1843,1356,YES,131,35,1.0,3451,1,1,782,951,3.0
1844,504,YES,189,14,7.0,1607,0,1,881,1129,0.0
1845,1546,YES,101,6,1.0,3521,1,0,91,1317,3.0
1846,689,NO,147,7,2.0,1241,1,0,487,722,0.0
1847,1685,NO,137,16,7.0,881,0,1,120,1429,0.0
1848,1792,YES,170,62,7.0,2563,0,1,1626,1913,3.0
1849,1786,NO,123,61,3.0,3033,0,0,74,865,3.0
1850,1944,NO,132,59,7.0,769,1,1,634,1079,0.0
1851,1077,YES,131,49,4.0,3454,0,1,334,1079,3.0
1852,648,YES,195,60,4.0,819,0,0,931,1811,0.0
1853,1702,YES,185,2,6.0,435,1,1,921,1351,0.0
1854,1571,NO,150,30,7.0,586,0,1,805,956,0.0
1855,856,YES,125,19,6.0,650,1,1,1057,1931,0.0
1856,1786,NO,115,14,4.0,3038,0,0,616,912,3.0
1857,914,YES,198,60,5.0,3736,0,0,740,840,3.0
1858,1615,YES,117,9,1.0,2948,0,0,542,678,2.0
1859,649,YES,190,19,7.0,739,0,0,344,1551,0.0
1860,1646,NO,200,25,2.0,686,0,0,211,1608,0.0
1861,1189,YES,164,7,2.0,841,0,0,79,615,0.0
1862,1043,NO,83,29,8.0,1183,0,0,887,893,0.0
1863,1920,NO,131,19,3.0,3943,1,0,670,1152,3.0
1864,1220,YES,109,54,7.0,1037,0,0,383,1249,0.0
1865,1748,YES,114,53,4.0,2633,1,0,718,1109,2.0
1866,907,YES,160,44,3.0,3911,1,0,144,896,3.0
1867,1193,YES,158,20,7.0,1958,0,0,1442,1904,2.0
1868,1766,YES,122,22,8.0,3297,1,0,291,1318,3.0
1869,1278,YES,170,24,3.0,3141,0,1,1352,1775,3.0
1870,1234,NO,174,17,6.0,3351,1,1,209,725,2.0
1871,1961,YES,100,55,7.0,2355,0,1,861,1888,3.0
1872,1745,NO,105,3,3.0,1308,0,0,426,1629,1.0
1873,1442,NO,127,27,5.0,991,1,0,266,642,0.0
1874,1083,YES,173,39,8.0,3248,1,1,523,542,2.0
1875,868,YES,137,5,4.0,1519,0,1,40,1311,0.0
1876,864,NO,88,53,6.0,493,1,0,262,1436,0.0
1877,1142,YES,114,2,6.0,1747,0,0,623,769,1.0
1878,608,YES,94,64,4.0,2517,1,1,4,1351,1.0
1879,983,NO,187,53,1.0,1389,0,1,1001,1176,1.0
1880,1720,NO,188,2,5.0,2522,0,1,334,896,2.0
1881,1802,YES,116,27,5.0,1885,1,0,453,963,2.0
1882,591,NO,196,16,7.0,704,1,1,952,1726,0.0
1883,1205,YES,163,10,6.0,953,0,1,321,1870,0.0
1884,1369,YES,108,28,1.0,3206,1,0,1451,1469,3.0
1885,713,NO,94,42,1.0,928,1,1,1048,1123,0.0
1886,1082,NO,101,2,4.0,2177,1,0,398,724,1.0
1887,1719,YES,187,52,3.0,2610,1,1,417,520,2.0
1888,1544,NO,186,12,7.0,489,0,1,470,844,0.0
1889,1090,YES,128,8,8.0,3839,0,1,1217,1670,3.0
1890,1991,NO,181,15,1.0,1861,0,1,298,1037,1.0
1891,1367,NO,176,56,2.0,299,0,0,36,642,0.0
1892,1179,YES,182,32,2.0,340,0,0,85,1451,0.0
1893,721,YES,102,15,5.0,3606,1,1,655,1255,3.0
1894,1549,YES,91,62,4.0,799,1,1,167,990,0.0
1895,1349,YES,134,46,6.0,2367,1,1,212,623,1.0
1896,1799,NO,123,30,3.0,445,0,0,617,1386,0.0
1897,1075,NO,122,11,1.0,3927,1,0,271,1769,3.0
1898,684,YES,157,63,5.0,3756,1,1,159,1738,3.0
1899,1837,NO,162,36,4.0,770,0,1,786,872,0.0
1900,1619,YES,138,21,1.0,1641,0,0,46,562,1.0
1901,965,YES,197,13,8.0,2343,0,0,645,1275,2.0
1902,730,NO,122,9,4.0,2787,0,1,1371,1677,2.0
1903,1361,YES,169,47,5.0,2495,0,1,881,1382,2.0
1904,1494,NO,158,45,5.0,3208,0,0,449,790,3.0
1905,1027,YES,146,18,7.0,1234,0,1,338,534,0.0
1906,1807,NO,97,38,8.0,1069,1,0,1332,1814,1.0
1907,709,NO,130,11,5.0,3568,1,1,119,1531,3.0
1908,689,NO,103,45,5.0,3585,0,0,256,823,3.0
1909,955,YES,155,2,4.0,1974,0,0,428,1254,1.0
1910,1872,YES,111,35,3.0,2419,0,0,1546,1879,3.0
1911,1259,NO,97,13,2.0,340,1,1,1210,1989,0.0
1912,695,NO,169,41,8.0,2282,0,0,789,1211,1.0
1913,1969,NO,132,63,4.0,298,1,0,390,756,0.0
1914,759,NO,162,39,2.0,968,0,0,110,1317,0.0
1915,936,NO,153,18,3.0,2391,0,1,1330,1686,2.0
1916,1176,YES,168,62,2.0,1534,0,0,674,1455,1.0
1917,1802,NO,101,10,7.0,696,1,0,253,590,0.0
1918,772,NO,97,23,7.0,2782,1,0,317,1805,2.0
1919,1318,YES,136,45,2.0,755,0,1,183,661,0.0
1920,591,YES,90,16,6.0,3746,1,0,892,1603,3.0
1921,569,YES,124,41,1.0,2651,1,0,388,605,1.0
1922,764,NO,124,45,8.0,1341,1,0,52,539,0.0
1923,1056,YES,101,37,3.0,2651,1,1,914,979,2.0
1924,1982,YES,80,12,5.0,1824,0,1,287,593,1.0
1925,1830,YES,160,14,6.0,1905,0,1,773,1353,2.0
1926,1122,NO,156,40,7.0,1456,0,0,675,1163,1.0
1927,1023,YES,153,63,7.0,3155,0,1,367,1985,3.0
1928,1283,YES,93,33,3.0,773,1,0,510,980,0.0
1929,1602,NO,99,35,7.0,1829,1,0,1325,1800,2.0
1930,732,YES,163,32,8.0,3883,0,1,1661,1836,3.0
1931,1854,NO,195,33,1.0,1675,1,1,665,718,1.0
1932,718,YES,93,30,3.0,1601,1,1,662,997,1.0
1933,897,YES,154,2,8.0,1958,0,0,0,994,1.0
1934,1405,NO,107,8,4.0,2376,0,0,284,1036,2.0
1935,798,NO,110,21,2.0,1647,1,0,661,1951,1.0
1936,1035,YES,157,40,5.0,3548,0,1,757,1912,3.0
1937,1396,YES,134,37,4.0,2694,0,1,560,1177,2.0
1938,1749,YES,178,49,1.0,2195,1,1,470,775,2.0
1939,1588,YES,148,4,5.0,2506,0,0,146,822,2.0
1940,1600,NO,94,16,4.0,2073,0,0,1315,1710,2.0
1941,1522,NO,162,21,6.0,3767,0,1,533,1696,3.0
1942,1279,YES,105,7,6.0,1150,0,0,560,1633,1.0
1943,719,NO,102,6,6.0,841,0,0,405,1141,0.0
1944,544,YES,129,7,5.0,1675,1,0,227,610,0.0
1945,1007,YES,185,21,8.0,1301,1,0,479,831,0.0
1946,590,YES,141,32,6.0,1817,1,0,227,509,0.0
1947,1788,NO,141,6,6.0,2321,0,0,149,1022,2.0
1948,748,NO,110,25,7.0,1974,0,1,88,709,1.0
1949,757,YES,157,64,7.0,3433,1,0,114,819,2.0
1950,1561,YES,174,27,3.0,1205,1,0,662,874,1.0
1951,1327,NO,89,23,7.0,872,0,1,441,1721,0.0
1952,797,YES,81,18,8.0,2052,1,1,888,1466,1.0
1953,727,YES,193,64,1.0,3654,1,0,664,711,3.0
1954,686,YES,194,36,4.0,1503,1,0,64,745,0.0
1955,1515,YES,176,24,5.0,3104,1,0,747,1247,3.0
1956,555,YES,163,17,5.0,343,1,1,956,1010,0.0
1957,1589,NO,112,5,5.0,3430,0,1,776,1397,3.0
1958,1976,YES,136,45,4.0,2470,1,0,652,1933,3.0
1959,1884,NO,149,24,6.0,1396,1,1,1168,1179,1.0
1960,1063,NO,86,27,6.0,2668,0,0,201,582,2.0
1961,672,YES,194,61,5.0,1457,1,1,724,1127,0.0
1962,635,YES,110,16,7.0,2452,0,0,599,1299,2.0
1963,1906,YES,113,55,3.0,1871,1,1,3,629,1.0
1964,1753,NO,191,40,4.0,1112,0,1,1652,1983,1.0
1965,659,NO,85,3,8.0,967,1,1,190,657,0.0
1966,1583,NO,148,14,2.0,2498,1,1,1171,1673,2.0
1967,1783,NO,104,42,6.0,387,1,0,1081,1979,1.0
1968,1667,NO,138,21,2.0,635,1,0,1211,1396,0.0
1969,640,NO,143,6,8.0,2711,1,0,976,1353,2.0
1970,1913,YES,111,29,5.0,2023,0,0,675,742,2.0
1971,538,NO,163,25,7.0,2215,1,1,455,537,1.0
1972,1191,NO,89,46,6.0,824,0,0,42,807,0.0
1973,816,NO,117,9,1.0,3851,1,1,1196,1651,3.0
1974,915,YES,199,33,2.0,2156,1,0,503,986,1.0
1975,1157,YES,88,27,8.0,2885,0,1,1694,1798,3.0
1976,1201,YES,99,10,7.0,495,0,1,306,558,0.0
1977,1379,NO,129,18,2.0,2358,1,0,838,885,2.0
1978,1483,YES,169,53,5.0,1744,0,0,291,651,1.0
1979,1614,NO,161,9,3.0,1832,0,0,173,1219,1.0
1980,930,YES,144,4,8.0,2016,1,1,1017,1289,1.0
1981,1454,NO,199,6,3.0,1300,0,1,698,1018,1.0
1982,1784,NO,164,41,6.0,2313,0,0,610,1437,2.0
1983,1262,NO,149,34,5.0,3248,1,1,223,737,2.0
1984,797,NO,144,37,7.0,2216,1,0,206,1167,1.0
1985,1829,YES,91,59,5.0,3142,0,1,1457,1919,3.0
1986,1139,YES,161,58,2.0,1850,1,0,742,999,1.0
1987,618,YES,80,13,4.0,1424,0,0,591,724,0.0
1988,1547,YES,114,57,1.0,1620,0,1,347,957,1.0
1989,586,NO,83,15,3.0,2592,0,0,241,854,1.0
1990,1617,YES,85,36,1.0,296,0,0,743,1426,0.0
1991,1882,NO,113,44,8.0,3579,0,0,4,743,3.0
1992,674,YES,198,21,3.0,1180,1,1,576,1809,0.0
1993,1467,YES,122,18,5.0,3962,0,1,888,1099,3.0
1994,858,NO,84,50,1.0,3978,0,0,528,1416,3.0
1995,794,YES,106,2,6.0,668,1,0,1222,1890,0.0
1996,1965,YES,187,39,4.0,2032,1,1,915,1965,2.0
1997,1911,NO,108,36,8.0,3057,1,0,868,1632,3.0
1998,1512,NO,145,46,5.0,869,0,1,336,670,0.0
1999,510,YES,168,45,6.0,3919,1,1,483,754,3.0
2000,1043,YES,193,5,3.0,3476,1,0,226,1412,
2001,841,YES,191,61,5.0,3895,1,0,746,857,
2002,1807,YES,186,27,3.0,2396,0,1,1270,1366,
2003,1546,NO,96,25,8.0,3893,1,0,295,1752,
2004,1434,NO,108,49,6.0,1773,0,1,749,810,
2005,1464,YES,198,50,8.0,3506,1,1,569,939,
2006,1718,NO,156,47,2.0,3873,0,0,1283,1374,
2007,833,NO,111,62,1.0,1495,1,1,1312,1880,
2008,1111,YES,101,25,5.0,3485,1,0,556,876,
2009,1520,NO,171,25,3.0,651,0,1,52,1009,
2010,1500,NO,80,55,7.0,3866,0,0,503,1336,
2011,1343,NO,171,34,3.0,3911,0,1,235,1671,
2012,900,YES,87,30,2.0,439,1,0,829,1893,
2013,1190,YES,158,19,5.0,992,1,0,227,1856,
2014,630,NO,193,51,8.0,2751,0,0,1315,1323,
2015,1846,YES,106,53,8.0,563,0,1,185,1832,
2016,1985,NO,163,26,2.0,2083,1,0,613,1511,
2017,1042,NO,186,48,4.0,2187,0,0,335,532,
2018,1231,YES,194,37,2.0,3902,1,1,82,1771,
2019,1488,NO,189,37,4.0,2524,0,0,47,559,
2020,968,NO,151,7,1.0,1357,0,0,504,1930,
2021,529,NO,101,60,5.0,3456,1,0,521,1591,
2022,1558,NO,115,50,2.0,1641,1,1,777,1587,
2023,533,YES,97,58,5.0,2322,1,0,512,1111,
2024,1037,NO,125,5,3.0,3862,1,0,1194,1321,
2025,1025,NO,122,43,3.0,557,1,1,1003,1306,
2026,1858,NO,124,17,4.0,2427,1,0,575,1200,
2027,980,NO,91,8,5.0,625,0,1,54,658,
2028,644,YES,139,15,5.0,3836,1,1,627,630,
2029,1024,YES,81,38,2.0,854,1,0,129,1048,
2030,1981,NO,184,11,8.0,2383,1,0,876,1408,
2031,1380,NO,187,56,8.0,926,1,0,501,643,
2032,1557,YES,152,32,7.0,3048,1,0,1407,1633,
2033,1201,YES,175,49,4.0,824,1,0,722,992,
2034,1074,YES,193,45,3.0,874,0,0,1219,1904,
2035,1175,YES,124,33,6.0,1617,0,1,119,1777,
2036,1280,NO,96,8,6.0,3309,1,1,753,1557,
2037,1715,NO,112,28,6.0,1786,1,1,162,847,
2038,1165,NO,150,40,2.0,3128,0,0,313,528,
2039,567,NO,87,2,4.0,2243,0,1,181,566,
2040,1952,YES,190,47,2.0,994,0,1,1416,1892,
2041,822,YES,189,43,8.0,2749,1,1,645,851,
2042,685,YES,121,12,6.0,793,1,1,79,633,
2043,1388,YES,174,17,5.0,324,1,0,153,972,
2044,1972,NO,188,48,3.0,366,0,0,480,748,
2045,1411,YES,80,57,7.0,1228,0,0,700,1234,
2046,1094,NO,135,20,1.0,1413,1,1,221,610,
2047,1653,NO,114,13,4.0,2617,1,1,1585,1896,
2048,916,NO,142,33,7.0,1798,1,0,65,1867,
2049,1712,NO,149,29,7.0,2693,0,0,556,816,
2050,882,YES,103,32,8.0,2437,1,1,224,764,
2051,632,NO,101,33,2.0,837,0,0,705,992,
2052,1442,YES,165,56,3.0,2815,1,1,709,1695,
2053,900,NO,150,47,8.0,1440,0,1,97,663,
2054,1630,YES,153,20,7.0,3470,1,0,1131,1360,
2055,1596,YES,174,24,5.0,1251,1,1,359,1022,
2056,1272,YES,133,54,8.0,3181,0,1,1813,1871,
2057,1640,NO,135,7,4.0,1361,1,1,839,1788,
2058,1111,NO,198,15,7.0,1630,1,1,550,666,
2059,1889,YES,90,25,2.0,3689,0,1,443,755,
2060,1907,YES,80,22,8.0,3586,1,1,502,1113,
2061,529,NO,139,56,4.0,3942,1,1,130,647,
2062,578,NO,121,38,6.0,1431,0,0,19,667,
2063,1634,YES,164,39,1.0,2167,1,1,386,636,
2064,1533,YES,172,22,3.0,1248,1,0,22,1345,
2065,660,NO,83,47,3.0,1986,0,0,49,1552,
2066,1847,YES,111,28,4.0,1378,0,1,1497,1508,
2067,1206,YES,134,10,8.0,2959,1,1,1327,1361,
2068,549,YES,173,53,5.0,1893,0,1,555,1386,
2069,1705,YES,122,23,3.0,1676,0,1,1560,1808,
2070,1366,NO,185,36,1.0,1912,1,1,346,702,
2071,1991,NO,109,58,5.0,1947,0,1,912,1660,
2072,1102,YES,175,40,3.0,2734,0,0,756,882,
2073,1452,NO,175,32,3.0,3617,0,0,699,1704,
2074,1810,YES,151,63,1.0,3414,1,0,582,1752,
2075,1166,YES,165,41,7.0,482,1,1,680,1078,
2076,881,YES,117,6,6.0,2813,1,1,814,1015,
2077,1134,YES,166,64,5.0,661,1,0,672,1597,
2078,1031,YES,177,20,1.0,2546,1,1,450,911,
2079,1376,YES,167,34,6.0,3922,1,0,757,1371,
2080,1391,NO,137,56,5.0,1199,1,1,208,900,
2081,979,NO,124,24,5.0,3779,0,0,1194,1256,
2082,1075,YES,127,36,4.0,3870,0,0,1335,1427,
2083,968,NO,168,61,8.0,858,1,0,91,1585,
2084,1999,NO,183,15,8.0,3840,1,1,33,653,
2085,1626,NO,164,20,2.0,454,0,0,1095,1499,
2086,942,NO,153,28,8.0,3953,1,1,336,797,
2087,1182,NO,189,42,3.0,1633,0,1,659,661,
2088,1982,YES,98,48,6.0,3035,1,1,183,709,
2089,1373,NO,80,27,8.0,966,1,1,652,1100,
2090,1151,NO,107,44,8.0,1761,1,0,410,1014,
2091,1650,YES,99,51,5.0,1938,1,1,440,1416,
2092,1663,YES,152,17,4.0,2820,1,1,532,886,
2093,1965,YES,168,3,7.0,305,0,0,1373,1949,
2094,679,NO,154,41,4.0,2838,1,1,773,920,
2095,1465,NO,90,3,5.0,2042,0,1,965,974,
2096,1809,YES,137,27,5.0,700,1,0,568,1864,
2097,757,YES,164,26,8.0,2593,1,1,652,1157,
2098,1034,YES,105,47,6.0,1835,0,0,214,1463,
2099,1119,YES,81,23,4.0,3121,0,0,423,1003,
2100,559,YES,103,24,4.0,2023,1,0,537,627,
2101,1204,YES,113,19,8.0,737,0,0,667,1872,
2102,1008,NO,89,15,8.0,450,1,0,491,692,
2103,1397,YES,146,19,7.0,2928,1,0,1037,1829,
2104,697,NO,114,34,4.0,1694,1,1,325,610,
2105,1939,YES,174,58,2.0,2593,0,1,49,974,
2106,1039,NO,113,15,1.0,745,1,0,1324,1945,
2107,1605,YES,83,51,4.0,1310,0,1,597,921,
2108,1094,NO,128,34,8.0,2743,1,1,765,836,
2109,769,YES,190,30,3.0,3976,1,1,470,1115,
2110,861,YES,132,40,2.0,3931,1,0,653,1062,
2111,504,NO,169,63,2.0,3455,1,1,463,1609,
2112,1930,YES,119,64,4.0,1533,1,1,325,1205,
2113,1795,YES,140,52,2.0,3876,1,0,855,910,
2114,1363,NO,159,2,7.0,3239,1,0,912,1684,
2115,1376,YES,195,38,2.0,3628,0,0,492,1110,
2116,1981,YES,123,19,7.0,3663,0,0,605,769,
2117,1901,NO,133,62,3.0,1786,0,1,401,1989,
2118,1319,NO,140,5,8.0,3502,1,0,366,1821,
2119,859,YES,178,58,1.0,815,0,1,1225,1358,
2120,1664,YES,147,25,3.0,275,0,1,573,856,
2121,955,NO,151,62,1.0,3758,1,1,261,538,
2122,517,NO,97,38,7.0,2747,1,1,680,1138,
2123,1806,NO,133,64,5.0,1809,0,1,280,683,
2124,1348,NO,123,50,4.0,2086,0,0,565,1443,
2125,1455,NO,164,16,1.0,444,0,0,1379,1673,
2126,1611,NO,92,25,5.0,3467,1,1,949,1297,
2127,1573,YES,125,24,8.0,2776,1,1,703,911,
2128,557,NO,197,23,5.0,3170,0,0,1264,1682,
2129,1599,YES,130,31,2.0,1234,0,0,1816,1917,
2130,1051,YES,100,16,7.0,305,1,1,108,894,
2131,1857,YES,102,14,2.0,1745,1,0,1328,1743,
2132,1986,NO,174,24,6.0,1707,0,1,797,1061,
2133,591,YES,185,21,6.0,2220,0,0,361,555,
2134,1140,NO,131,56,7.0,3130,1,1,1049,1715,
2135,923,YES,80,10,2.0,1500,0,0,357,1718,
2136,1582,NO,200,33,1.0,2145,0,1,197,764,
2137,723,NO,172,63,8.0,488,0,1,906,1801,
2138,1251,YES,83,54,5.0,3863,1,0,806,1405,
2139,574,YES,139,60,2.0,2913,1,0,924,1498,
2140,948,YES,116,60,2.0,2094,1,1,223,1148,
2141,1571,NO,194,44,5.0,3141,1,1,140,718,
2142,564,YES,192,33,1.0,2573,0,1,113,863,
2143,1466,NO,155,57,6.0,2340,1,0,1531,1727,
2144,597,YES,140,16,2.0,3788,1,1,35,708,
2145,895,YES,148,9,7.0,3445,1,0,1524,1691,
2146,1535,NO,82,37,4.0,3241,1,1,838,1667,
2147,1832,YES,125,44,2.0,2976,0,0,495,596,
2148,1045,YES,177,58,4.0,2241,0,0,1212,1772,
2149,1483,YES,128,61,1.0,3843,0,1,655,814,
2150,976,NO,184,5,7.0,3261,0,1,496,797,
2151,1840,YES,123,46,4.0,3264,1,0,800,1521,
2152,1807,NO,89,8,8.0,826,1,0,1010,1425,
2153,624,YES,192,30,2.0,1314,1,1,102,1052,
2154,1963,NO,193,38,3.0,2699,0,0,948,1406,
2155,1307,YES,132,4,4.0,2565,0,1,82,1236,
2156,1933,YES,102,23,7.0,3973,1,1,1286,1846,
2157,1496,YES,124,42,2.0,3537,1,0,264,995,
2158,1532,YES,134,7,2.0,3449,0,1,75,834,
2159,1004,NO,97,8,2.0,3895,1,0,461,919,
2160,1483,YES,87,38,5.0,2777,1,0,321,1410,
2161,945,NO,141,47,2.0,2904,0,0,120,1341,
2162,1081,NO,89,17,5.0,3774,0,0,174,1683,
2163,1012,NO,87,32,3.0,3034,1,0,1341,1997,
2164,1762,NO,104,50,3.0,2940,0,1,1337,1684,
2165,796,YES,127,36,8.0,3932,1,1,494,935,
2166,1547,NO,98,50,5.0,1168,0,1,849,1024,
2167,988,NO,132,12,4.0,376,0,1,644,1291,
2168,1180,YES,102,43,1.0,3510,0,1,1557,1985,
2169,852,YES,161,3,2.0,542,0,1,376,872,
2170,607,YES,146,18,7.0,550,0,1,151,532,
2171,1765,NO,135,24,1.0,791,0,1,450,830,
2172,1250,NO,165,63,1.0,1895,0,0,1336,1532,
2173,1577,NO,109,55,5.0,609,1,1,1411,1718,
2174,1153,YES,135,14,5.0,263,1,1,742,1236,
2175,651,YES,113,35,7.0,2141,0,1,1046,1414,
2176,1186,YES,88,25,4.0,1270,1,0,85,1012,
2177,1429,YES,121,33,5.0,403,0,1,889,1846,
2178,556,NO,135,10,8.0,2040,0,0,182,688,
2179,1735,YES,126,21,3.0,2597,0,1,282,1261,
2180,1859,NO,127,42,2.0,714,0,1,1168,1612,
2181,915,NO,188,10,2.0,423,0,1,74,1266,
2182,890,NO,113,9,1.0,1238,0,1,457,1134,
2183,758,NO,101,48,3.0,926,0,0,1842,1896,
2184,541,NO,156,28,7.0,2704,0,0,103,1039,
2185,586,NO,195,33,8.0,2817,1,1,1470,1644,
2186,762,YES,164,39,1.0,2271,1,0,1065,1686,
2187,683,NO,186,9,7.0,1513,1,0,1466,1754,
2188,1526,NO,125,39,3.0,339,1,1,563,1439,
2189,1771,YES,188,39,2.0,794,0,1,460,1203,
2190,639,NO,113,28,7.0,391,0,1,983,1369,
2191,1783,YES,137,23,2.0,541,0,0,1114,1953,
2192,1933,NO,166,55,5.0,648,0,0,729,1248,
2193,1384,NO,153,62,1.0,3386,1,0,1240,1393,
2194,1770,NO,80,26,1.0,1651,0,0,98,1724,
2195,1202,NO,131,49,1.0,1177,0,1,197,1435,
2196,885,NO,163,3,7.0,2887,1,1,813,1666,
2197,1629,YES,86,2,6.0,2178,0,0,1055,1200,
2198,1072,YES,92,4,1.0,2878,1,1,1019,1640,
2199,1863,YES,89,64,5.0,3201,1,0,159,618,
